Entry	Status	Gene ontology (molecular function)
Q9U3Z7	reviewed	RNA binding [GO:0003723]
Q9V406	unreviewed	DNA-binding transcription factor activity [GO:0003700]; myosin binding [GO:0017022]; protein dimerization activity [GO:0046983]; sequence-specific DNA binding [GO:0043565]
Q9VHZ5	unreviewed	FMN binding [GO:0010181]; pyridoxamine-phosphate oxidase activity [GO:0004733]
Q9VKQ9	reviewed	
Q9VXX8	reviewed	metal ion binding [GO:0046872]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
Q9W2M8	unreviewed	structural constituent of ribosome [GO:0003735]
Q9W4K2	reviewed	cobalamin binding [GO:0031419]
A1Z6J2	unreviewed	cholesterol binding [GO:0015485]
Q9VHC2	unreviewed	ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Q9VKF8	unreviewed	
Q9VSU2	unreviewed	chitin binding [GO:0008061]; scavenger receptor activity [GO:0005044]; serine-type endopeptidase activity [GO:0004252]
Q9W1S7	unreviewed	
A1Z7G6	unreviewed	chitin binding [GO:0008061]; G protein-coupled receptor binding [GO:0001664]
A1Z8V2	unreviewed	
H1UUE3	unreviewed	
P10734	reviewed	DNA-binding transcription factor activity [GO:0003700]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; repressing transcription factor binding [GO:0070491]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
P27398	reviewed	calcium-dependent cysteine-type endopeptidase activity [GO:0004198]; metal ion binding [GO:0046872]
P54622	reviewed	single-stranded DNA binding [GO:0003697]
Q03017	reviewed	transcription factor binding [GO:0008134]
Q86P91	unreviewed	SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]
Q8IPY9	unreviewed	endonuclease activity [GO:0004519]; endoribonuclease activity [GO:0004521]; exodeoxyribonuclease activity [GO:0004529]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014]
Q8IRD1	unreviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]
Q8STG9	unreviewed	protein transmembrane transporter activity [GO:0008320]; signal sequence binding [GO:0005048]
Q9VAC4	unreviewed	chromatin binding [GO:0003682]; histone binding [GO:0042393]
Q9VHM5	unreviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; zinc ion binding [GO:0008270]
Q9VIV3	reviewed	nucleotidyltransferase activity [GO:0016779]; sulfurtransferase activity [GO:0016783]; tRNA binding [GO:0000049]
Q9VLT9	unreviewed	kinase activity [GO:0016301]
Q9VN89	unreviewed	ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule-severing ATPase activity [GO:0008568]; myosin binding [GO:0017022]
Q9VPG7	unreviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]
Q9VQ08	unreviewed	protein homodimerization activity [GO:0042803]
Q9VQE0	unreviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; microtubule binding [GO:0008017]
Q9VQI4	unreviewed	
Q9VRE6	unreviewed	channel regulator activity [GO:0016247]; voltage-gated calcium channel activity [GO:0005245]
Q9VTU4	reviewed	translation initiation factor activity [GO:0003743]
Q9VTV7	unreviewed	
Q9VTW3	unreviewed	metal ion binding [GO:0046872]; sequence-specific DNA binding [GO:0043565]
Q9VUN0	reviewed	neurotrophin receptor activity [GO:0005030]
Q9VX56	unreviewed	ubiquitin binding [GO:0043130]
Q9W0F5	unreviewed	
Q9W200	unreviewed	calcium ion binding [GO:0005509]; enzyme regulator activity [GO:0030234]
Q9W4X8	unreviewed	zinc ion binding [GO:0008270]
P13706	reviewed	chromatin binding [GO:0003682]; glycerol-3-phosphate dehydrogenase [NAD(P)+] activity [GO:0047952]; glycerol-3-phosphate dehydrogenase [NAD+] activity [GO:0004367]; NAD binding [GO:0051287]; protein homodimerization activity [GO:0042803]
Q7JQL6	unreviewed	
Q9V447	reviewed	
Q9VFQ9	unreviewed	dipeptidyl-peptidase activity [GO:0008239]; manganese ion binding [GO:0030145]; metalloexopeptidase activity [GO:0008235]; tripeptidyl-peptidase activity [GO:0008240]
Q9VSL7	reviewed	zinc ion transmembrane transporter activity [GO:0005385]
A1Z6K7	reviewed	thiol-dependent ubiquitin-specific protease activity [GO:0004843]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]
Q7JVI3	reviewed	caspase binding [GO:0089720]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]
Q9VBH7	unreviewed	tRNA (adenine-N1-)-methyltransferase activity [GO:0016429]
A1Z6K9	unreviewed	
O76878	reviewed	dynein light intermediate chain binding [GO:0051959]; small GTPase binding [GO:0031267]
A1Z6M0	unreviewed	DNA binding [GO:0003677]
Q04787	reviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]
Q9VUM3	unreviewed	
A1Z6M6	unreviewed	
P02828	reviewed	ATP binding [GO:0005524]; TPR domain binding [GO:0030911]; unfolded protein binding [GO:0051082]
Q02361	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]
Q24388	reviewed	nutrient reservoir activity [GO:0045735]
Q7JYV7	reviewed	adenylate kinase activity [GO:0004017]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]
Q7KVR7	unreviewed	protein transporter activity [GO:0008565]
Q9VFQ3	unreviewed	sequence-specific DNA binding [GO:0043565]
Q9VWQ6	unreviewed	RNA binding [GO:0003723]
A1Z6N5	unreviewed	oxidoreductase activity [GO:0016491]
A1Z6P8	unreviewed	guanyl-nucleotide exchange factor activity [GO:0005085]
A1ZB62	unreviewed	
G4LU61	unreviewed	dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]
O96692	unreviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
P00334	reviewed	acetaldehyde dehydrogenase (acetylating) activity [GO:0008774]; alcohol dehydrogenase (NAD) activity [GO:0004022]; oxidoreductase activity [GO:0016491]; protein homodimerization activity [GO:0042803]
P02516	reviewed	actin binding [GO:0003779]; unfolded protein binding [GO:0051082]
P0CG69	reviewed	protein tag [GO:0031386]; ubiquitin protein ligase binding [GO:0031625]
P13678	reviewed	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein kinase C activity [GO:0004697]; protein serine/threonine kinase activity [GO:0004674]
P17719	reviewed	dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]
P20348	reviewed	protein histidine phosphatase activity [GO:0101006]
P20482	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein heterodimerization activity [GO:0046982]
P41092	reviewed	structural constituent of ribosome [GO:0003735]
P54350	reviewed	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein kinase activity [GO:0004672]; protein tyrosine kinase activity [GO:0004713]
P55935	reviewed	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
P91615	reviewed	oxidoreductase activity [GO:0016491]
Q03019	reviewed	protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; protein tyrosine phosphatase activity [GO:0004725]
Q7KMQ6	unreviewed	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity [GO:0016314]; phosphatidylinositol-3-phosphatase activity [GO:0004438]; phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine phosphatase activity [GO:0004722]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; protein tyrosine phosphatase activity [GO:0004725]
Q7KSI9	unreviewed	
Q7KTH6	unreviewed	
Q8SXB0	unreviewed	metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]
Q960E4	unreviewed	
Q965D9	unreviewed	
Q9I7R5	unreviewed	nuclear localization sequence binding [GO:0008139]; Ran GTPase binding [GO:0008536]
Q9V4A7	reviewed	semaphorin receptor activity [GO:0017154]
Q9V773	reviewed	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
Q9VA91	reviewed	structural constituent of ribosome [GO:0003735]
Q9VBE2	unreviewed	structural constituent of chitin-based cuticle [GO:0005214]
Q9VBN5	unreviewed	structural constituent of ribosome [GO:0003735]
Q9VCB9	unreviewed	
Q9VCX1	reviewed	GDP-dissociation inhibitor activity [GO:0005092]; G-protein alpha-subunit binding [GO:0001965]; GTPase activator activity [GO:0005096]
Q9VF51	unreviewed	2 iron, 2 sulfur cluster binding [GO:0051537]; aldehyde oxidase activity [GO:0004031]; electron transfer activity [GO:0009055]; FAD binding [GO:0071949]; flavin adenine dinucleotide binding [GO:0050660]; geranial:oxygen oxidoreductase activity [GO:0102797]; heptaldehyde:oxygen oxidoreductase activity [GO:0102798]; iron ion binding [GO:0005506]; xanthine dehydrogenase activity [GO:0004854]
Q9VIV5	unreviewed	hydrolase activity [GO:0016787]
Q9VLY0	unreviewed	hydrolase activity [GO:0016787]; proton transmembrane transporter activity [GO:0015078]
Q9VPV7	unreviewed	
Q9VS26	unreviewed	
Q9VTC4	reviewed	
Q9VV51	unreviewed	1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; transferase activity, transferring acyl groups [GO:0016746]
Q9VV82	unreviewed	nuclear localization sequence binding [GO:0008139]; Ran GTPase binding [GO:0008536]
Q9VXQ7	unreviewed	chaperone binding [GO:0051087]; zinc ion binding [GO:0008270]
Q9VZK5	unreviewed	ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Q9W1W8	unreviewed	
Q9W418	unreviewed	protein tag [GO:0031386]; ubiquitin protein ligase binding [GO:0031625]
A1Z6Q1	unreviewed	
A1Z8H7	unreviewed	structural constituent of chitin-based larval cuticle [GO:0008010]
A1Z9G9	unreviewed	RNA polymerase II complex binding [GO:0000993]
H1UUH1	unreviewed	acetyltransferase activity [GO:0016407]
P29503	reviewed	DNA binding [GO:0003677]; phosphatidylinositol phosphate binding [GO:1901981]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
P48592	reviewed	metal ion binding [GO:0046872]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]
P54611	reviewed	proton-transporting ATPase activity, rotational mechanism [GO:0046961]
P82147	reviewed	unfolded protein binding [GO:0051082]
Q06559	reviewed	class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; endonuclease activity [GO:0004519]; oxidized purine DNA binding [GO:0032357]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q0KIB3	unreviewed	H4 histone acetyltransferase activity [GO:0010485]; histone binding [GO:0042393]
Q23985	reviewed	Notch binding [GO:0005112]; SH3 domain binding [GO:0017124]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]
Q27331	reviewed	ATP binding [GO:0005524]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
Q7KML2	reviewed	acyl-CoA oxidase activity [GO:0003997]; FAD binding [GO:0071949]; fatty acid binding [GO:0005504]; flavin adenine dinucleotide binding [GO:0050660]
Q7PLP5	unreviewed	metal ion binding [GO:0046872]
Q8IPI2	unreviewed	
Q8IQG0	unreviewed	
Q8MR33	unreviewed	glutathione transferase activity [GO:0004364]
Q95RB1	unreviewed	metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; pre-mRNA binding [GO:0036002]; U6 snRNA binding [GO:0017070]
Q960E8	reviewed	
Q9U1I1	reviewed	zinc ion binding [GO:0008270]
Q9U1L6	unreviewed	
Q9V3H0	unreviewed	deoxyribonuclease activity [GO:0004536]
Q9VAE4	unreviewed	
Q9VAE7	unreviewed	
Q9VBD2	unreviewed	structural constituent of chitin-based larval cuticle [GO:0008010]
Q9VFF6	unreviewed	
Q9VHC3	unreviewed	actin binding [GO:0003779]
Q9VIY5	unreviewed	
Q9VNS0	reviewed	sequence-specific DNA binding [GO:0043565]; transcription regulatory region DNA binding [GO:0044212]
Q9VPD7	unreviewed	
Q9VRQ1	unreviewed	uracil phosphoribosyltransferase activity [GO:0004845]; uridine kinase activity [GO:0004849]
Q9VS38	reviewed	transcription coregulator activity [GO:0003712]
Q9VS50	reviewed	acetyltransferase activity [GO:0016407]; metal ion binding [GO:0046872]
Q9VSY9	unreviewed	DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region sequence-specific DNA binding [GO:0000976]
Q9VTP5	unreviewed	
Q9VVB4	reviewed	cullin family protein binding [GO:0097602]
Q9VVC3	unreviewed	structural constituent of chitin-based larval cuticle [GO:0008010]
Q9VWS0	unreviewed	metal ion binding [GO:0046872]; transferase activity, transferring acyl groups [GO:0016746]
Q9VX48	unreviewed	guanyl-nucleotide exchange factor activity [GO:0005085]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]
Q9VY42	unreviewed	L-tyrosine:2-oxoglutarate aminotransferase activity [GO:0004838]; pyridoxal phosphate binding [GO:0030170]
Q9VZI1	unreviewed	actin binding [GO:0003779]; juvenile hormone response element binding [GO:0070594]
Q9W0J2	unreviewed	actin binding [GO:0003779]; Rho GTPase binding [GO:0017048]
Q9W526	unreviewed	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; transferase activity [GO:0016740]
Q9XZU7	unreviewed	chromatin binding [GO:0003682]; metal ion binding [GO:0046872]; p53 binding [GO:0002039]; POZ domain binding [GO:0031208]; protein heterodimerization activity [GO:0046982]; transcription factor binding [GO:0008134]
Q9Y117	reviewed	acetylgalactosaminyltransferase activity [GO:0008376]; carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]; transferase activity, transferring glycosyl groups [GO:0016757]
X2JDY8	unreviewed	GTPase activator activity [GO:0005096]; phospholipid binding [GO:0005543]; ubiquitin-dependent protein binding [GO:0140036]
A1Z6Q2	unreviewed	
Q9VEB9	unreviewed	single-stranded DNA binding [GO:0003697]
A1Z6R4	unreviewed	serine-type endopeptidase inhibitor activity [GO:0004867]
P05389	reviewed	structural constituent of ribosome [GO:0003735]
P29844	reviewed	ATPase activity [GO:0016887]; ATPase activity, coupled [GO:0042623]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; misfolded protein binding [GO:0051787]; protein binding involved in protein folding [GO:0044183]; unfolded protein binding [GO:0051082]
Q9V411	reviewed	GTP binding [GO:0005525]
Q9VIM1	unreviewed	
Q9VZ12	unreviewed	
Q9W2G8	unreviewed	acyl-CoA oxidase activity [GO:0003997]; FAD binding [GO:0071949]; fatty acid binding [GO:0005504]; flavin adenine dinucleotide binding [GO:0050660]
Q9Y125	unreviewed	
A1Z6R7	unreviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
A1Z6S7	unreviewed	
P48555	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; PDZ domain binding [GO:0030165]
Q9VMC7	unreviewed	motor activity [GO:0003774]
Q9VUI3	reviewed	microtubule binding [GO:0008017]
A1Z6U3	unreviewed	
Q9VL91	unreviewed	nucleic acid binding [GO:0003676]
Q9VR57	unreviewed	
Q9W2F0	unreviewed	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]
A1Z6V5	unreviewed	serine-type endopeptidase inhibitor activity [GO:0004867]
Q8SWW4	unreviewed	
A1Z6W3	reviewed	zinc ion binding [GO:0008270]
Q9VWT5	unreviewed	ATPase activity [GO:0016887]; recombinase activity [GO:0000150]
A1Z6W5	unreviewed	
A1Z705	unreviewed	CP2 mannose-ethanolamine phosphotransferase activity [GO:0051267]
P49866	reviewed	nuclear receptor activity [GO:0004879]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]
Q27350	reviewed	distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001205]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]; transcription factor binding [GO:0008134]; transcription regulatory region sequence-specific DNA binding [GO:0000976]
Q9V444	unreviewed	histone acetyltransferase activity [GO:0004402]; protein heterodimerization activity [GO:0046982]
Q9VLF2	unreviewed	
A1Z6W6	unreviewed	
A1Z7N4	unreviewed	
Q8IMS8	unreviewed	mRNA binding [GO:0003729]; RNA binding [GO:0003723]; translation regulator activity [GO:0045182]; translation repressor activity, mRNA regulatory element binding [GO:0000900]
Q9V6B9	reviewed	structural constituent of nuclear pore [GO:0017056]
Q9VI89		
Q9VJU5	unreviewed	
Q9VRS7	unreviewed	endopeptidase activity [GO:0004175]; serine-type endopeptidase activity [GO:0004252]
Q9VRX7	unreviewed	3'-5'-exoribonuclease activity [GO:0000175]; nucleic acid binding [GO:0003676]
Q9VRZ3	unreviewed	metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]
Q9VUK7	unreviewed	
Q9XZ29	unreviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]
A1Z6W9	unreviewed	calcium ion binding [GO:0005509]
Q9VMD4	unreviewed	ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Q9VX37	unreviewed	protein phosphatase 1 binding [GO:0008157]
