Entry	Status	Gene ontology (cellular component)
O95897	reviewed	AMPA glutamate receptor complex [GO:0032281]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extrinsic component of synaptic membrane [GO:0099243]; glutamatergic synapse [GO:0098978]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
A2RTX5	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
B2RDX5	unreviewed	cytoplasm [GO:0005737]
P26639	reviewed	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]
A2RU14	reviewed	cilium [GO:0005929]; integral component of membrane [GO:0016021]
P12004	reviewed	centrosome [GO:0005813]; chromatin [GO:0000785]; DNA replication factor C complex [GO:0005663]; extracellular exosome [GO:0070062]; nuclear body [GO:0016604]; nuclear chromosome, telomeric region [GO:0000784]; nuclear replication fork [GO:0043596]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PCNA complex [GO:0043626]; PCNA-p21 complex [GO:0070557]; replication fork [GO:0005657]; replisome [GO:0030894]
Q5T700	reviewed	integral component of membrane [GO:0016021]
Q96BA8	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
A2RU48	reviewed	integral component of membrane [GO:0016021]
P45984	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9HCM9	reviewed	cytosol [GO:0005829]; mitochondrion [GO:0005739]
A2RU49	reviewed	mitochondrial matrix [GO:0005759]
Q15654	reviewed	cytoskeleton [GO:0005856]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
A2RU56	unreviewed	
A2RUH7	reviewed	
A2VCK2	reviewed	microtubule [GO:0005874]; microtubule organizing center [GO:0005815]
Q5JR59	reviewed	cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]
Q6A162	reviewed	cytosol [GO:0005829]; intermediate filament [GO:0005882]
Q8N9N5	reviewed	nuclear body [GO:0016604]; nucleoplasm [GO:0005654]
Q9NSS6	unreviewed	integral component of membrane [GO:0016021]
A2VDF0	reviewed	cytosol [GO:0005829]
Q96RS6	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]
A2VEC9	reviewed	extracellular space [GO:0005615]
P54259	reviewed	cell junction [GO:0030054]; cytoplasm [GO:0005737]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q96AY4	reviewed	cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; mitotic spindle [GO:0072686]; spindle pole [GO:0000922]
Q9ULK2	reviewed	
A3F769	unreviewed	nucleolus [GO:0005730]; nucleus [GO:0005634]
O75569	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; RISC-loading complex [GO:0070578]
P30519	reviewed	endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]
A3KMH1	reviewed	mitochondrion [GO:0005739]
A4D0P7	unreviewed	cytosol [GO:0005829]; nucleus [GO:0005634]; origin recognition complex [GO:0000808]
O00311	reviewed	cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O43929	reviewed	cytosol [GO:0005829]; nuclear chromosome, telomeric region [GO:0000784]; nuclear origin of replication recognition complex [GO:0005664]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; origin recognition complex [GO:0000808]
O75419	reviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; DNA replication preinitiation complex [GO:0031261]; nuclear pre-replicative complex [GO:0005656]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; replication fork protection complex [GO:0031298]
P05783	reviewed	cell-cell adherens junction [GO:0005913]; cell periphery [GO:0071944]; centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; intermediate filament [GO:0005882]; keratin filament [GO:0045095]; microtubule organizing center [GO:0005815]; nucleolus [GO:0005730]; perinuclear region of cytoplasm [GO:0048471]
P25205	reviewed	alpha DNA polymerase:primase complex [GO:0005658]; centrosome [GO:0005813]; MCM complex [GO:0042555]; membrane [GO:0016020]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
P33992	reviewed	cytosol [GO:0005829]; MCM complex [GO:0042555]; membrane [GO:0016020]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P42771	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; senescence-associated heterochromatin focus [GO:0035985]
P49736	reviewed	chromatin [GO:0000785]; cytoplasm [GO:0005737]; MCM complex [GO:0042555]; microtubule cytoskeleton [GO:0015630]; nuclear chromosome, telomeric region [GO:0000784]; nuclear origin of replication recognition complex [GO:0005664]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P55268	reviewed	basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; laminin-11 complex [GO:0043260]; laminin-3 complex [GO:0005608]; neuromuscular junction [GO:0031594]; synaptic cleft [GO:0043083]
Q13137	reviewed	autophagosome [GO:0005776]; autophagosome membrane [GO:0000421]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q13415	reviewed	cytosol [GO:0005829]; nuclear chromosome, telomeric region [GO:0000784]; nuclear origin of replication recognition complex [GO:0005664]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; origin recognition complex [GO:0000808]; plasma membrane [GO:0005886]
Q13416	reviewed	centrosome [GO:0005813]; condensed chromosome inner kinetochore [GO:0000939]; heterochromatin [GO:0000792]; membrane [GO:0016020]; nuclear chromosome, telomeric region [GO:0000784]; nuclear origin of replication recognition complex [GO:0005664]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; origin recognition complex [GO:0000808]
Q15233	reviewed	membrane [GO:0016020]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; paraspeckles [GO:0042382]; RNA polymerase II transcription factor complex [GO:0090575]
Q5VZB9	reviewed	nucleus [GO:0005634]
Q6PKC3	reviewed	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q86VP1	reviewed	cytosol [GO:0005829]; extracellular exosome [GO:0070062]
Q99459	reviewed	catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-DNA complex [GO:0032993]; Prp19 complex [GO:0000974]; U2-type catalytic step 2 spliceosome [GO:0071007]
Q99741	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle midzone [GO:0051233]; spindle pole [GO:0000922]
Q9GZT8	reviewed	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q9NRR5	reviewed	autophagosome [GO:0005776]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q9NY15	reviewed	endocytic vesicle membrane [GO:0030666]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q9P2F8	reviewed	
Q9UBD5	reviewed	DNA replication preinitiation complex [GO:0031261]; nuclear body [GO:0016604]; nuclear chromosome, telomeric region [GO:0000784]; nuclear origin of replication recognition complex [GO:0005664]; nuclear pre-replicative complex [GO:0005656]; nucleoplasm [GO:0005654]; origin recognition complex [GO:0000808]
A4D1E9	reviewed	chromosome [GO:0005694]; nucleolus [GO:0005730]
Q08379	reviewed	cis-Golgi network [GO:0005801]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; microtubule [GO:0005874]; mitotic spindle [GO:0072686]; spindle pole [GO:0000922]
A4D1I3	unreviewed	
Q9UJX2	reviewed	anaphase-promoting complex [GO:0005680]; cytosol [GO:0005829]; intracellular [GO:0005622]; nucleoplasm [GO:0005654]
A4D1I7	unreviewed	cytoplasmic dynein complex [GO:0005868]
O43809	reviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; mRNA cleavage factor complex [GO:0005849]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; paraspeckles [GO:0042382]
O95251	reviewed	cytosol [GO:0005829]; histone acetyltransferase complex [GO:0000123]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P04183	reviewed	cytosol [GO:0005829]
P09467	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]
P18754	reviewed	chromatin [GO:0000785]; condensed nuclear chromosome [GO:0000794]; cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
P20073	reviewed	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P23508	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P38936	reviewed	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PCNA-p21 complex [GO:0070557]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]
P47736	reviewed	cytosol [GO:0005829]; Golgi membrane [GO:0000139]; membrane [GO:0016020]
P50570	reviewed	axon [GO:0030424]; centrosome [GO:0005813]; clathrin-coated endocytic vesicle [GO:0045334]; clathrin-coated pit [GO:0005905]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; dendritic spine head [GO:0044327]; endocytic vesicle membrane [GO:0030666]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; membrane [GO:0016020]; microtubule [GO:0005874]; midbody [GO:0030496]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; phagocytic cup [GO:0001891]; phagocytic vesicle membrane [GO:0030670]; photoreceptor inner segment [GO:0001917]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic density, intracellular component [GO:0099092]; postsynaptic endocytic zone membrane [GO:0098844]; postsynaptic membrane [GO:0045211]; presynapse [GO:0098793]; protein-containing complex [GO:0032991]; ruffle membrane [GO:0032587]; synapse [GO:0045202]; trans-Golgi network [GO:0005802]
Q13526	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; midbody [GO:0030496]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynaptic cytosol [GO:0099524]
Q14203	reviewed	axon [GO:0030424]; cell cortex [GO:0005938]; cell cortex region [GO:0099738]; centriolar subdistal appendage [GO:0120103]; centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dynactin complex [GO:0005869]; dynein complex [GO:0030286]; intermediate filament cytoskeleton [GO:0045111]; kinetochore [GO:0000776]; membrane [GO:0016020]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; microtubule plus-end [GO:0035371]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; nuclear envelope [GO:0005635]; spindle [GO:0005819]; spindle pole [GO:0000922]
Q14451	reviewed	cell projection [GO:0042995]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]
Q16637	reviewed	Cajal body [GO:0015030]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; Gemini of coiled bodies [GO:0097504]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]; SMN complex [GO:0032797]; SMN-Sm protein complex [GO:0034719]; Z disc [GO:0030018]
Q7L7X3	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; microtubule cytoskeleton [GO:0015630]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q8NFZ8	reviewed	integral component of membrane [GO:0016021]
Q96NL0	reviewed	
Q9BQ89	reviewed	cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; spindle pole [GO:0000922]
Q9H4H8	reviewed	cytoplasm [GO:0005737]; mitotic spindle pole [GO:0097431]
Q9H6R7	reviewed	
Q9UJ70	reviewed	cytosol [GO:0005829]; extracellular exosome [GO:0070062]
A4D1P6	reviewed	cytosol [GO:0005829]; early endosome membrane [GO:0031901]; extrinsic component of endosome membrane [GO:0031313]; late endosome membrane [GO:0031902]
O95376	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]
Q9UNK0	reviewed	cytosol [GO:0005829]; early endosome [GO:0005769]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endosome [GO:0005768]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; recycling endosome [GO:0055037]; SNARE complex [GO:0031201]; trans-Golgi network [GO:0005802]; vesicle [GO:0031982]
Q9Y266	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule [GO:0005874]; nucleoplasm [GO:0005654]
A4D1U4	reviewed	
Q9Y6X0	reviewed	cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleus [GO:0005634]
A4D1U5	unreviewed	intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; mitochondrion [GO:0005739]
O00151	reviewed	cell-cell adherens junction [GO:0005913]; cytoskeleton [GO:0005856]; focal adhesion [GO:0005925]; transcription factor complex [GO:0005667]; Z disc [GO:0030018]
O95219	reviewed	cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; early endosome membrane [GO:0031901]; membrane [GO:0016020]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; SNARE complex [GO:0031201]
P08631	reviewed	caveola [GO:0005901]; cell projection [GO:0042995]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; lysosome [GO:0005764]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; transport vesicle [GO:0030133]
A4D2D6	unreviewed	
Q15811	reviewed	calyx of Held [GO:0044305]; cell junction [GO:0030054]; clathrin-coated pit [GO:0005905]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endocytic vesicle [GO:0030139]; lamellipodium [GO:0030027]; nuclear envelope [GO:0005635]; plasma membrane [GO:0005886]; presynaptic endocytic zone [GO:0098833]
A4FU01	reviewed	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]
A4FU71	unreviewed	
O15116	reviewed	axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; Lsm1-7-Pat1 complex [GO:1990726]; messenger ribonucleoprotein complex [GO:1990124]; mRNA cap binding complex [GO:0005845]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; P-body [GO:0000932]
A4FVC0	unreviewed	
A8K1F4	unreviewed	
Q03933	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q13200	reviewed	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle [GO:0005838]; proteasome regulatory particle, base subcomplex [GO:0008540]; proteasome storage granule [GO:0034515]; secretory granule lumen [GO:0034774]
Q13451	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleoplasm [GO:0005654]
Q15185	reviewed	chaperone complex [GO:0101031]; chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; telomerase holoenzyme complex [GO:0005697]
Q8IVD9	reviewed	cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]
Q96BE0	unreviewed	
Q9BTE6	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9HAV2	unreviewed	nucleus [GO:0005634]
Q9UNE7	reviewed	chaperone complex [GO:0101031]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nuclear inclusion body [GO:0042405]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ubiquitin conjugating enzyme complex [GO:0031371]; ubiquitin ligase complex [GO:0000151]; Z disc [GO:0030018]
A4QPB2	reviewed	plasma membrane [GO:0005886]; receptor complex [GO:0043235]
P53350	reviewed	centriolar satellite [GO:0034451]; centriole [GO:0005814]; centrosome [GO:0005813]; chromatin [GO:0000785]; condensed nuclear chromosome outer kinetochore [GO:0000942]; cytosol [GO:0005829]; kinetochore [GO:0000776]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle midzone [GO:0051233]; spindle pole [GO:0000922]; synaptonemal complex [GO:0000795]
